Place of Publication,Year of Publication,Author,URL
London,1807,"Cherry, Andrew.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002883689
London,1817,"Sidmouth, Henry Addington - Viscount|WOOD, Matthew - Sir, Bart",http://www.flickr.com/photos/britishlibrary/tags/sysnum002883998
Cambridge,1882,"CHAWNER, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002884267
Plymouth,1885,"PETER, Otho Bathurst.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002884426
London,1891,"DULCKEN, Henry William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002884782
London,[1888],"CARSON, Christopher.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002884864
Kjøbenhavn,1860,"M'Clintock, Francis Leopold - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002885484
London,1869,"PETHERICK, Kate Harriet.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002886677
Stockholm,1860,"KLEMMING, Gustaf Edvard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002889268
С.-Петербургъ,1891,"BATYUSHKOV, Pompei Nikolaevich.|GORODETSKY, M. I.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002890427
С.-Петербургъ,1887,"BATYUSHKOV, Pompei Nikolaevich.|MALUISHEVSKY, Ivan Ignat'evich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002890429
Göteborg,1872,"LITZÉN, A. Rob.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002891812
Dublin,1738,"BROGGIN, Mary.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002891837
Wien,"1871, 72","GRUENNES, E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002892810
Buenos Aires,1889,"LAMAS, Andrés.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002893350
Mexico,1870,"NORIEGA, Manuel.|PRADILLO, Agustin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002893658
London,1855,"SINNETT, Jane - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum002894644
London,1852,"COOPER, Charlotte Fenimore.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002894649
London,1861,"DULCKEN, Henry William.|PFEIFFER, Oscar.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002894653
Paris,1862,"RIAUX, Francis Marie.|SUCKAU, Wilhelm de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002894654
Leipzig,1865,"BECK, August - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002895559
London,1874,"COLERIDGE, John Duke - Baron Coleridge|COLERIDGE, Sara - the Younger",http://www.flickr.com/photos/britishlibrary/tags/sysnum002896218
London,1883,"Braddon, M. E. (Mary Elizabeth)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002896227
London,1826,"O'SULLIVAN, Mortimer - Rev",http://www.flickr.com/photos/britishlibrary/tags/sysnum002896532
Paris,1845,"Baron, Henri-Charles-Antoine|Français, Louis",http://www.flickr.com/photos/britishlibrary/tags/sysnum002899489
New York,1867,"DAVIS, Charles Henry - Rear-Admiral, U.S.N",http://www.flickr.com/photos/britishlibrary/tags/sysnum002899769
Marburg,1880,"AGRIPPA, Marcus Vipsanius.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002899823
Paris,"1891, 92",Mary - Queen of Scots,http://www.flickr.com/photos/britishlibrary/tags/sysnum002900911
Munich,1894],Mary - Queen of Scots,http://www.flickr.com/photos/britishlibrary/tags/sysnum002900919
London,1889,"Du Maurier, George",http://www.flickr.com/photos/britishlibrary/tags/sysnum002901097
London,1891,"FENDALL, Percy.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002901143
London,1889,"WILLS, Charles James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002901148
London,1891,"WILLS, Charles James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002901150
London,1890,"WILLS, Charles James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002901151
London,1743,"BRAMSTON, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002901315
London,1817,"CREIGHTON, Catherine.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002902069
London,1817,"DANIEL, George - of Islington",http://www.flickr.com/photos/britishlibrary/tags/sysnum002902093
London,1891,"BAUERMAN, Hilary.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002903052
Bath,1840,"HUDIBRAS, Lud - pseud. [i.e. William Jeffs?]",http://www.flickr.com/photos/britishlibrary/tags/sysnum002904619
London,1767,"BENTLEY, Richard - Son of Richard Bentley, D.D",http://www.flickr.com/photos/britishlibrary/tags/sysnum002904692
London,[1858]-60,"NEWMAN, William - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002905575
Birmingham,[1868],"MUELLER, Johann Georg - of Schaffhausen",http://www.flickr.com/photos/britishlibrary/tags/sysnum002905974
London,1877,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002906738
London,1824,"PARIS, John Ayrton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002906804
Boston [Mass.],1844,"WURDIMAN, F.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002906831
Lausanne,[1891],"Mottaz, Eugène.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002908733
London & New York,1874,"Houghton, Arthur Boyd|NORTH, John William.|WALKER, Frederick - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002911096
"London, 1867 [1866]",,"BARNES, Robert - Artist|EDWARDS, Mary Ellen.|GRAY, Paul.|HOUGHTON, Arthur Boyd.|LEITCH, Richard Pettigrew.|PINWELL, George John.|SANDYS, Frederick.|SMALL, William - Artist|THOMAS, George Housman.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002911148
Edinburgh,1765,"BONAR, John - Solicitor of Excise, and STUART (Charles) of Dunearn|STUART, Charles - of Dunearn",http://www.flickr.com/photos/britishlibrary/tags/sysnum002911527
Louvain,1876,"BEAUVOIS, E. - Chanoine",http://www.flickr.com/photos/britishlibrary/tags/sysnum002912115
Nimes,1882,"LELIÈVRE, J. Wesley.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002912807
Cambridge,1864,"BONNEY, Thomas George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002912812
Washington,1864,"BUTLER, Benjamin Franklin - Major General of Volunteers",http://www.flickr.com/photos/britishlibrary/tags/sysnum002912841
London,1829,"BARKER, Edmund Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002912864
Compiègne,1836,"CARLIER, Claude.|ESCUYER, Gaspard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002913154
New York,1884,"BECKWITH, Leonard Forbes.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002913162
Nantes,1863,"PIET, Jules.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002913733
Chur,1899,"GRUNER, Carl Justus von.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002913967
London,1823,"BROWNING, John - Deputy Purveyor of the Forces",http://www.flickr.com/photos/britishlibrary/tags/sysnum002915291
London,1895,"Coues, Elliott",http://www.flickr.com/photos/britishlibrary/tags/sysnum002916587
London,[1878.],"Stretton, Hesba",http://www.flickr.com/photos/britishlibrary/tags/sysnum002917073
Edinburgh,1882,"FAWCETT, Thomas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002917481
Paris,1879,"FERRIER, A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002917540
London,1869,"SEEMANN, Berthold Carl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002918208
Exeter,1780,"TASKER, William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919241
London,1795,"LACKINGTON, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919316
London,1790,"Banks, Joseph - Sir|Hayley, William|NICHOLS, John - F.S.A., Printer",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919434
London,1791,"LOWTHER, James - Earl of Lonsdale",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919458
London,1792,"MACARTNEY, George - Earl Macartney",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919550
London,1788,"Banks, Joseph - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919559
London,1788,"Banks, Joseph - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919595
London,1788,"BANKS, Joseph - Right Hon. Sir, Bart",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919596
London,1679,"OLDHAM, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002919631
London,[1898.],"CARR, Joseph William Comyns.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002920301
London,1802,"VINCE, Samuel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002921085
London,1817,"LACROIX, Silvestre François.|POND, John - Astronomer Royal",http://www.flickr.com/photos/britishlibrary/tags/sysnum002921088
London,1806,"VINCE, Samuel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002921090
London,1865,"WOOD, Edward J. - of Clerkenwell",http://www.flickr.com/photos/britishlibrary/tags/sysnum002921217
London,1881,"WOOD, Edward J. - of Clerkenwell",http://www.flickr.com/photos/britishlibrary/tags/sysnum002921218
Lisboa,1874,"CASTILHO, Antonio Feliciano de - Viscount de Castilho",http://www.flickr.com/photos/britishlibrary/tags/sysnum002922205
London,1863,"S., E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002922765
Glasgow,1872,"B., J. H.|BLACKBURN, Jane.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002923178
"London, Salisbury [printed",1871],"PULLEN, Henry William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002923248
München,1895,"RUECK, Carl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002923869
Weimar,1865,"BOJANOWSKI, Paul Anton Stephan von.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002926807
London,1778,"Bute, John Stuart - Earl of",http://www.flickr.com/photos/britishlibrary/tags/sysnum002927217
London,1882,"ANDREWS, James J.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002927515
New York,1887,"ANDREWS, James J.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002927517
Firenze,1828,"MORENI, Domenico.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002929012
London,1752,"SALIGNAC DE LA MOTHE FÉNELON, François de - Archbishop of Cambray, pseud",http://www.flickr.com/photos/britishlibrary/tags/sysnum002929503
London,1892,"LEECH, John - Artist|Surtees, Robert Smith",http://www.flickr.com/photos/britishlibrary/tags/sysnum002929606
Newcastle-upon-Tyne,1852,"Linton, W. J.  (William James)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002929702
London,1881 [1880],"PLANCHÉ, afterwards MACKARNESS, Matilda Anne.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002930023
London,1874,"William - I, King of England",http://www.flickr.com/photos/britishlibrary/tags/sysnum002930057
"London, [1865.]",,"DOYLE, Richard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002930164
London,1800,"MONTOLIEU, Maria Henrietta.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931086
London,1825,"NÚÑEZ, Ignacio - of Buenos Aires",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931384
Stuttgart & Tübingen,1845,"URLICHS, Carl Ludwig von.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931799
Lipsiae,1821-25,"STALLBAUM, Johann Gottfried.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931838
Lipsiæ,1830,"SCHNEIDER, Carl Ernst Christoph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931839
Lipsiae,1819-32,"AST, Georg Anton Friedrich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931860
Londini,1826,"AST, Georg Anton Friedrich.|Bekker, Immanuel|BURGES, George - of Trinity College, Cambridge|CORNARIUS, Janus - Medicus|GOTTLEBER, Johann Christoph.|HEINDORF, Ludwig Friedrich.|HEUSDE, Philippus Willem van.|LINDAU, August Ferdinand.|SERRES, Jean de.|WYTTENBACH, Daniel Albert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931861
Berolini,1825,"ENGELHARDT, Friedrich Wilhelm - Professor am Friedrichs-Werderschen Gymnasium",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931934
Paris,1806,"Socrates.|THUROT, Jean François.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002931976
Lipsiae,1833,"WINCKELMANN, August Wilhelm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002932131
Lugduni Batavorum,1810,"WYTTENBACH, Daniel Albert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002932244
Monachi,1829,"AST, Georg Anton Friedrich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002932246
Londini,1833,"STALLBAUM, Johann Gottfried.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002932247
Groningæ,1825,"REYNDERS, P. A.|WYTTENBACH, Daniel Albert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002932418
Paris,1841,"MARTIN, Thomas Henri.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002932480
London,1820,"TAYLOR, Thomas - the Platonist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002932488
Leeds,1892,"MORKILL, John William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002932903
New York,1826,"BAYARD, William.|DE RHAM, Henry C.|LOURIOTES, Andreas.|OGDEN, Abraham.|ORLANDOS, Joannes.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002933024
London,1899,"MEUGENS, afterwards BELL, Nancy R. E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002933443
Edinburgh,1802,"HUTTON, James - F.R.S.E",http://www.flickr.com/photos/britishlibrary/tags/sysnum002934110
London,1886,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002934610
London,1809,"NEWNHAM, Francis - Rev",http://www.flickr.com/photos/britishlibrary/tags/sysnum002934636
Barneveld,1886,"BOGERT, A. van den.|BOUWHEER, H.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002935544
Barneveld,1889,"BOGERT, A. van den.|BOUWHEER, H.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002935551
London,1733,"FAREWELL, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002937087
London,1868,"Plowden, Trevor Chichele.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002937091
Lerwick,1896,"SPENCE, Catherine Stafford.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002937171
London,1806,"DIBDIN, Thomas John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002937474
Sydney,1885,"ROBERTS, Charles James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002937628
Paris,1510?],"REGIUS, Raphael.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002938347
London,1779,"NEVILLE, Edward.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002939304
Plymouth,1889-1903,"DAVIS, William Thomas - President of the Pilgrim Society|LORD, Arthur.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002939330
"pp. 35. W. Cann: Plymouth, [1869?]",,"PLIMSOLL, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002939353
Dublin,1891,"STOKES, George Thomas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002940239
Balparaiso,1895,"PÉREZ BONALDE, Juan Antonio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002940969
Wien,1859,"LORENZ, Ottokar - Professor an der Universität Jena",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941298
Wien,1871,"LORENZ, Ottokar - Professor an der Universität Jena",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941299
London,1722,"THOMAS, Elizabeth - called Corinna",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941534
"London, 1868",,"Taylor, Ann|Taylor, Jane",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941558
Durham,1815,"HUSKINSON, Eliza.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941561
London,1891,"DAVISON, Henry - Writer of Verse",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941564
Jersey,1835,"Kaye, John William - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941629
London,1858,"JONES, Thomas - of Rhosllanerchrugog Hall, Denbighshire",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941681
"Bath, Sold by T. Cadell, etc",1792,"POLWHELE, Richard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941688
London,[1778.],"BIRCH, Samuel - Lord Mayor of London",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941696
"Privately printed: London, 1844",,"HALL, Elizabeth Sophia.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941774
Canterbury,1740,"DIXON, Sarah - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941776
London,1871,"HOPE, afterwards BERESFORD HOPE, Alexander James Beresford - Right Hon",http://www.flickr.com/photos/britishlibrary/tags/sysnum002941807
"Санктпетербургъ, 1864",,"GEDEONOV, Stepan Aleksandrovich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002942795
Niort,1893,"CLOUZOT, Henri.|LA TRÉMOILLE, Charles Louis de - Duke",http://www.flickr.com/photos/britishlibrary/tags/sysnum002944125
Tours,1869,"FOULQUIER, V.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002944391
London,1872,"A., W. H. D.|Adams, W. H. Davenport (William Henry Davenport)|FOULQUIER, V.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002944393
London,1873,"A., W. H. D.|Adams, W. H. Davenport (William Henry Davenport)",http://www.flickr.com/photos/britishlibrary/tags/sysnum002944394
London,1861,"Tennant, James",http://www.flickr.com/photos/britishlibrary/tags/sysnum002947822
London,1766,"Canning, George",http://www.flickr.com/photos/britishlibrary/tags/sysnum002948702
London,1896,"WRIGHT, William - D.D., F.R.G.S",http://www.flickr.com/photos/britishlibrary/tags/sysnum002950142
London,1877 [1876],"GILBERT, Frederick - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002950176
London,1891,"POLLOCK, Walter Herries.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002951046
London,1875,"YULE, Henry - Sir, K.C.S.I",http://www.flickr.com/photos/britishlibrary/tags/sysnum002951296
London,1898,"BROOKS, Noah.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002951298
"London, 1847",,"WILLIAMS, Samuel Tamatoa.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002952521
Mexico,1893,"PRITCHARD, William Thomas - British Consul for Fiji",http://www.flickr.com/photos/britishlibrary/tags/sysnum002952566
London & Edinburgh,1894 [1893],"WHITAKER, Evelyn.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002953102
Edinburgh,1887,"FOX, S. Middleton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002953202
London,1664,"GODOLPHIN, Sidney - the Poet|SACKVILLE, Charles - Earl of Dorset|SEDLEY, Charles - Sir, Bart|WALLER, Edmund - the Poet",http://www.flickr.com/photos/britishlibrary/tags/sysnum002953225
New York,1806,"MITCHILL, Samuel Latham.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002954310
Caen,1866,"TRÉBUTIEN, François Guillaume Stanislas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002954702
Pontefract,"1882, etc","HOLMES, Richard H. H.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002955067
Paris,1877,"BERTON, Jean Baptiste - Baron|PONTOIS, Charles.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002955460
London,1890 [1889],"NIELSEN, Gordius.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002955613
London,[1896.],"ERICHSEN, Nelly.|LUCAS, Alice - Mrs. Edgar Lucas",http://www.flickr.com/photos/britishlibrary/tags/sysnum002955627
London,1870,"TAUNTON, W. Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002955912
С.-Петербургъ,1899,"BARTOL'D, Vasily Vladimirovich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002956425
London,[1891.],"SEAMER, afterwards SEYMOUR, Mary.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002956627
New York,1862,"GORGES, Ferdinando - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002956675
London,1760,"WARBURTON, William - Bishop of Gloucester",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957063
Warrington,1794,"WAKEFIELD, Gilbert - Unitarian",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957095
Basil,1803,"WARTON, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957099
London,1824,"Roscoe, William",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957112
London,1871-89,"COURTHOPE, William John.|Croker, John Wilson|ELWIN, Whitwell.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957139
London,1743,"WARBURTON, William - Bishop of Gloucester",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957190
London,1893,"Deighton, Kenneth.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957216
Napoli,1760,"BONDUCCI, Andrea.|BUONDELMONTI, Giuseppe Maria.|CONTI, Antonio - Abate",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957256
London,1825,"DILKE, Charles Wentworth.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957289
Milano,1819,"BENINI, Giovanni Vincenzo.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957648
London,1799,"VIEILH DE BOISJOLIN, Jacques François Marie.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002957667
Boston [Mass.],1866,"BALLARD, Edward - Secretary of the Maine Historical Society|KIDDER, Frederic.|POOLE, William Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002958438
"Санктпетербургъ, 1868",,"SZALAY, László - Member of the Hungarian Academy of Sciences",http://www.flickr.com/photos/britishlibrary/tags/sysnum002959035
London,1894,"BARING, Evelyn - Earl of Cromer|PORTAL, Raymond Melville.|Rodd, Rennell",http://www.flickr.com/photos/britishlibrary/tags/sysnum002961637
London,[c. 1850],"PREST, Thomas Peckett.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002962407
London,1854,"LARPENT, George Gerard de Hochepied - Sir, Bart",http://www.flickr.com/photos/britishlibrary/tags/sysnum002962476
London,[1881.],"BLYTH, P. A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002962783
Chicago,1882,"GANNET, Henry.|JONES, William Palmer.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002962839
Hartford [Conn],1842,"TELFER, R.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002962955
Nueva-York,1858,"COMONFORT, Ignacio - President of the Republic of Mexico",http://www.flickr.com/photos/britishlibrary/tags/sysnum002963355
México,1861,"COMONFORT, Ignacio - President of the Republic of Mexico|TRACONIS, Juan Bautista.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002963359
London,1838,"MURRAY, John - F.S.A., F.L.S., etc",http://www.flickr.com/photos/britishlibrary/tags/sysnum002963765
Portsmouth [N.H.],1886,"HACKETT, Frank Warren.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002963956
Cartajena,1843,"FRANCO, Manuel Maria - General in the Army of New Granada",http://www.flickr.com/photos/britishlibrary/tags/sysnum002966275
London,1892,"HATCH, Frederick Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002966455
Dublin,1803,"LEWIS, R. - Corrector of the Press|WILSON, William - Topographer",http://www.flickr.com/photos/britishlibrary/tags/sysnum002967045
Dublin,[c. 1820],"LEWIS, R. - Corrector of the Press|WILSON, William - Topographer",http://www.flickr.com/photos/britishlibrary/tags/sysnum002967049
New York,1896,"HURST, John Fletcher.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002968198
Paris,1855,"DEZOS DE LA ROQUETTE, Jean Baptiste Marie Alexandre.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002968284
Paris,1899,"STRYIENSKI, Casimir.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002968647
Gent,"1873, 75","BORRE, Pieter.|RONSE, Edmond - of Furnes",http://www.flickr.com/photos/britishlibrary/tags/sysnum002969453
Gent,"1864, etc","BROECKAERT, Jan.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002969472
"Roxbury, Mass",1866,"HOUGH, Franklin Benjamin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002970779
London,1765,"BICKERSTAFFE, Isaac.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002971353
London,1766,"BICKERSTAFFE, Isaac.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002971355
Louvain,1882-92,"POULLET, Prosper - Viscount",http://www.flickr.com/photos/britishlibrary/tags/sysnum002971399
London,1813,"PLUMPTRE, Anne.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002972260
"London, Philadelphia",1851,"DU BARRY, Edmund L.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002972520
Amiens,1876,"KEATING, Thomas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002972653
Amiens,1885,"CONCINI, Concino - Marquis d'Ancre",http://www.flickr.com/photos/britishlibrary/tags/sysnum002972654
London,1871,"ETHERSEY, Richard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002973258
London,1888,"FITZPATRICK, Edmund.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002974513
London,1883,"Duffy, Bella.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002974666
Lipsk,1846,"BOBROWICZ, Jan Nepomucen.|PLATER, Ludwik - Count",http://www.flickr.com/photos/britishlibrary/tags/sysnum002975929
London,[1863.],"RYVES, Lavinia Janetta Horton - calling herself Princess of Cumberland and Duchess of Lancaster",http://www.flickr.com/photos/britishlibrary/tags/sysnum002976836
New York,1844,"GRISWOLD, Rufus Wilmot.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002976901
New York,1852,"G., R. W.|GRISWOLD, Rufus Wilmot.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002976902
New York,1853,"GRISWOLD, Rufus Wilmot.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002976903
New York,1885,"COLERIDGE, Derwent.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002976907
"pp. xxxii. 325. Ward, Lock & Co.: London, 1888",,"YOUNG, George - Sir, 3rd Bart",http://www.flickr.com/photos/britishlibrary/tags/sysnum002976911
London,1896,"ALDIN, Cecil Charles Windsor.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002976927
London,1868,"HEAD, Edmund Walker - Right Hon. Sir, Bart",http://www.flickr.com/photos/britishlibrary/tags/sysnum002977029
"pp. viii. 154. Wilson & McCormick: Glasgow, 1882",,"KEMP, Robert - Minister of Blairgowrie|WELLWOOD, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002978645
Cambridge,1835,"Wordsworth, Christopher",http://www.flickr.com/photos/britishlibrary/tags/sysnum002980080
"Cambridge, [1841.]",,"PURCHAS, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002980081
Edinburgh,1800,"EVANS, Abel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002981885
Philadelphia,1874,"KIRK, John Foster.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983560
London,1878,"KIRK, John Foster.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983562
Mejico,1844,"ALAMÁN, Lúcas.|GONZALEZ DE LA VEGA, José Maria.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983574
Mexico,1844-46,"NAVARRO, Joaquin - Translator",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983575
